Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Item ID,Item,Order Date,Order ID,Order Priority,Postal Code,Region,Row ID,Ship Date,Ship Mode,State,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Computer Peripherals,Oak Park,Small Pack,2999,Kim McCarthy,Corporate,Technology,10210,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",2/27/2013,87049,Critical,48237,Central,1/29/1951,2/26/2014,Regular Air,Michigan,0.08,3,0.68,-40,22,4,7
Telephones and Communication,North Kingstown,Small Box,2181,Lillian Andrews,Small Business,Technology,11141,StarTAC 7797,7/6/2016,89471,Low,2852,East,2/6/1952,7/6/2016,Express Air,Rhode Island,0,5,0.55,353,511,3,116
Pens & Art Supplies,Los Angeles,Wrap Bag,3004,Maurice Everett,Corporate,Office Supplies,10605,Newell 327,12/11/2014,40612,High,90049,West,9/5/1915,12/15/2014,Regular Air,California,0.1,10,0.58,-7,21,1,2
Pens & Art Supplies,Coeur D Alene,Wrap Bag,3005,Teresa Watts,Corporate,Office Supplies,10605,Newell 327,2/23/2016,91392,High,83814,West,12/16/1964,2/23/2016,Regular Air,Idaho,0.1,3,0.58,-7,6,1,2
Binders and Binder Accessories,West Islip,Small Box,605,Alison Peters Wooten,Home Office,Office Supplies,11036,Avery Durable Poly Binders,10/29/2015,91146,Critical,11795,East,11/21/1956,11/2/2015,Regular Air,New York,0.09,3,0.39,-46,18,7,6
Binders and Binder Accessories,Los Angeles,Small Box,604,Lindsay P Ashley,Home Office,Office Supplies,11036,Avery Durable Poly Binders,10/21/2015,20068,Critical,90045,West,8/11/1907,10/21/2015,Regular Air,California,0.09,10,0.39,-46,59,7,6
"Scissors, Rulers and Trimmers",Dallas,Small Pack,803,Marianne Goldstein,Small Business,Office Supplies,10793,Fiskars® Softgrip Scissors,12/3/2015,90050,Not Specified,75203,Central,4/18/1960,12/3/2015,Regular Air,Texas,0.04,1,0.57,-138,12,3,11
Paper,Dallas,Wrap Bag,803,Marianne Goldstein,Small Business,Office Supplies,10496,"Wirebound Message Book, 4 per Page",12/4/2014,90050,Not Specified,75203,Central,4/17/1960,12/4/2014,Regular Air,Texas,0.02,4,0.36,-557,22,1,5
Pens & Art Supplies,Coachella,Wrap Bag,2403,Kara Gregory,Consumer,Office Supplies,10644,Newell 310,8/2/2014,12868,Critical,92236,West,11/29/1904,8/4/2014,Regular Air,California,0.09,35,0.56,-2,60,1,2
Pens & Art Supplies,Morristown,Wrap Bag,2407,Danielle Williamson,Consumer,Office Supplies,10644,Newell 310,10/29/2014,88454,Critical,7960,East,3/12/1954,10/29/2014,Regular Air,New Jersey,0.09,9,0.56,-2,15,1,2
Telephones and Communication,New Bern,Small Box,2256,Lloyd Levin,Corporate,Technology,10189,R380,2/17/2016,87969,Critical,28560,South,11/24/1953,2/17/2016,Regular Air,North Carolina,0,5,0.58,819,883,4,196
Office Furnishings,Overland Park,Small Box,237,Amanda Helms,Consumer,Furniture,10254,DAX Clear Channel Poster Frame,11/12/2015,86622,Low,66212,Central,9/3/1949,11/12/2015,Express Air,Kansas,0.02,7,0.48,45,105,7,15
Paper,Coachella,Wrap Bag,2403,Kara Gregory,Consumer,Office Supplies,10035,Spiral Phone Message Books with Labels by Adams,8/1/2015,12868,Critical,92236,West,11/30/1904,8/3/2015,Regular Air,California,0.09,2,0.36,-5,9,1,4
Paper,Norwich,Wrap Bag,2402,Samuel Smith Ryan,Consumer,Office Supplies,10035,Spiral Phone Message Books with Labels by Adams,10/28/2015,88454,Critical,6360,East,3/13/1954,10/28/2015,Regular Air,Connecticut,0.09,1,0.36,-5,5,1,4
Paper,West Hollywood,Wrap Bag,463,Debbie Stevenson,Small Business,Office Supplies,11122,"TOPS Money Receipt Book, Consecutively Numbered in Red,",3/4/2013,88065,Not Specified,90069,West,4/3/1951,3/3/2014,Regular Air,California,0.05,7,0.4,31,56,3,8
Appliances,Overland Park,Small Box,237,Amanda Helms,Consumer,Office Supplies,10689,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,11/13/2014,86622,Low,66212,Central,9/2/1949,11/13/2014,Express Air,Kansas,0.06,6,0.57,241,349,4,60
Paper,Annapolis,Small Box,3249,Nicole Goldstein,Small Business,Office Supplies,11260,Xerox 1881,10/13/2016,87301,Critical,21403,East,1/6/1967,10/13/2016,Regular Air,Maryland,0,11,0.38,44,142,6,12
Paper,Oxford,Small Box,3251,Peter Brooks,Small Business,Office Supplies,11260,Xerox 1881,2/22/2016,46115,Critical,1540,East,9/25/1917,2/26/2016,Regular Air,Massachusetts,0,43,0.38,44,556,6,12
Pens & Art Supplies,Clearfield,Wrap Bag,1896,Allen Garrett,Corporate,Office Supplies,10420,Prang Drawing Pencil Set,10/9/2014,91314,Critical,84015,West,4/23/1962,10/9/2014,Regular Air,Utah,0.06,5,0.45,-4,13,1,3
Telephones and Communication,Laguna Niguel,Small Box,24,Edna Thomas,Corporate,Technology,10261,V70,10/1/2015,87656,Not Specified,92677,West,8/8/1955,10/1/2015,Regular Air,California,0.07,13,0.59,1490,2159,3,206
Computer Peripherals,Annapolis,Small Box,3249,Nicole Goldstein,Small Business,Technology,10752,Belkin 105-Key Black Keyboard,10/15/2015,87301,Critical,21403,East,1/5/1967,10/15/2015,Regular Air,Maryland,0.1,10,0.68,-38,194,4,20
Computer Peripherals,Oxford,Small Box,3251,Peter Brooks,Small Business,Technology,10752,Belkin 105-Key Black Keyboard,2/22/2016,46115,Critical,1540,East,9/24/1917,2/26/2016,Regular Air,Massachusetts,0.1,39,0.68,-38,755,4,20
Appliances,Randallstown,Small Box,472,Donna Craven,Consumer,Office Supplies,10220,"Acco Six-Outlet Power Strip, 4' Cord Length",2/9/2016,88025,High,21133,East,11/3/1964,2/9/2016,Regular Air,Maryland,0.07,14,0.59,-75,118,5,9
Office Furnishings,Midland,Small Box,2894,James Li,Consumer,Furniture,11132,Eldon Image Series Black Desk Accessories,10/16/2015,90012,Low,48640,Central,11/18/1956,10/19/2015,Regular Air,Michigan,0.05,11,0.49,-172,45,7,4
Storage & Organization,Southbury,Large Box,759,Bernice F Day,Small Business,Office Supplies,10652,Carina Double Wide Media Storage Towers in Natural & Black,8/19/2015,86641,Medium,6488,East,9/23/1963,8/19/2015,Regular Air,Connecticut,0.1,5,0.81,-600,381,35,81
Computer Peripherals,Southbury,Small Box,759,Bernice F Day,Small Business,Technology,10623,"Fellowes Basic 104-Key Keyboard, Platinum",8/20/2014,86641,Medium,6488,East,9/21/1963,8/20/2014,Regular Air,Connecticut,0.01,1,0.65,-71,24,6,21
Pens & Art Supplies,Fayetteville,Wrap Bag,3074,Theresa Stephens,Corporate,Office Supplies,10289,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1/20/2016,89418,Low,72701,South,5/1/1964,2/8/2016,Regular Air,Arkansas,0.02,8,0.46,1145,17,2,2
Pens & Art Supplies,Los Angeles,Wrap Bag,3075,Joshua N. Milligan,Corporate,Office Supplies,10289,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7/7/2016,38979,Low,90061,West,1/19/1915,7/7/2016,Regular Air,California,0.02,31,0.46,-17,66,2,2
Computer Peripherals,Fayetteville,Small Box,3074,Theresa Stephens,Corporate,Technology,11183,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",1/20/2016,89418,Low,72701,South,4/30/1964,2/8/2016,Regular Air,Arkansas,0.06,9,0.44,-345,758,6,83
Computer Peripherals,Los Angeles,Small Box,3075,Joshua N. Milligan,Corporate,Technology,11183,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",7/9/2015,38979,Low,90061,West,1/18/1915,7/9/2015,Regular Air,California,0.06,34,0.44,1021,2865,6,83
Rubber Bands,Duluth,Wrap Bag,2372,Marvin Parrott,Corporate,Office Supplies,10372,Bagged Rubber Bands,11/29/2014,90717,Critical,55803,Central,1/3/1957,12/1/2014,Regular Air,Minnesota,0.09,9,0.81,-22,11,1,1
Binders and Binder Accessories,Albany,Small Box,2592,Sam Maynard,Corporate,Office Supplies,11062,"Wilson Jones Hanging View Binder, White, 1""",10/2/2016,87776,Low,31707,South,12/13/1950,10/5/2016,Regular Air,Georgia,0.08,5,0.39,416,37,6,7
Office Machines,Coachella,Jumbo Drum,573,Vanessa Winstead,Home Office,Technology,11016,Epson Stylus 1520 Color Inkjet Printer,7/22/2015,86557,Not Specified,92236,West,5/11/1962,7/22/2015,Delivery Truck,California,0.06,8,0.37,2716,3936,69,501
Telephones and Communication,Taylors,Small Box,1459,Steve Raynor,Corporate,Technology,10788,Timeport L7089,2/23/2016,86738,Medium,29687,South,9/20/1967,2/23/2016,Express Air,South Carolina,0.06,2,0.58,7,204,8,126
Bookcases,Kansas City,Jumbo Box,3043,Ruby Horowitz,Corporate,Furniture,10884,"O'Sullivan Elevations Bookcase, Cherry Finish",1/1/2016,86105,Low,66104,Central,6/17/1955,1/1/2016,Delivery Truck,Kansas,0.06,7,0.69,-801,876,55,131
Tables,Bristol,Jumbo Box,2723,Nicholas Pritchard,Corporate,Furniture,10849,Bevis 36 x 72 Conference Tables,1/6/2016,88960,High,37620,South,9/1/1951,1/6/2016,Delivery Truck,Tennessee,0,12,0.63,1620,1241,52,124
Office Furnishings,Chattanooga,Medium Box,2724,Erika Clapp,Corporate,Furniture,10882,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",1/6/2016,88960,High,37421,South,9/3/1951,1/6/2016,Regular Air,Tennessee,0.03,8,0.65,-156,834,14,106
Office Furnishings,Bristol,Small Pack,2723,Nicholas Pritchard,Corporate,Furniture,11137,"GE 4 Foot Flourescent Tube, 40 Watt",1/6/2016,88960,High,37620,South,8/31/1951,1/6/2016,Regular Air,Tennessee,0.05,8,0.39,-149,121,9,15
Labels,Hutchinson,Small Box,3042,Tara Gold,Corporate,Office Supplies,11034,Self-Adhesive Address Labels for Typewriters by Universal,1/1/2016,86105,Low,67501,Central,6/16/1955,1/1/2016,Regular Air,Kansas,0.09,1,0.38,-8,7,0,7
Telephones and Communication,Bristol,Small Pack,2723,Nicholas Pritchard,Corporate,Technology,10747,Accessory28,1/6/2016,88960,High,37620,South,9/2/1951,1/6/2016,Express Air,Tennessee,0.09,2,0.83,-11,90,3,56
Copiers and Fax,Taylors,Large Box,1459,Steve Raynor,Corporate,Technology,11030,Hewlett Packard LaserJet 3310 Copier,2/23/2016,86738,Medium,29687,South,9/18/1967,2/23/2016,Regular Air,South Carolina,0.09,8,0.37,4,4543,24,600
Telephones and Communication,Euclid,Small Box,1507,Bonnie Hampton,Small Business,Technology,10802,T18,1/7/2016,88377,Low,44117,East,12/4/1952,1/7/2016,Regular Air,Ohio,0.04,2,0.57,-154,190,3,111
Office Furnishings,Houston,Small Pack,2567,Dolores Vincent,Home Office,Furniture,11109,Advantus Panel Wall Certificate Holder - 8.5x11,11/2/2016,58820,Low,77070,Central,7/13/1922,11/2/2016,Regular Air,Texas,0.01,24,0.43,62,307,6,12
Office Furnishings,Muskego,Small Pack,2568,Betty Schroeder,Home Office,Furniture,11109,Advantus Panel Wall Certificate Holder - 8.5x11,8/22/2016,90875,Low,53150,Central,10/24/1971,8/22/2016,Regular Air,Wisconsin,0.01,6,0.43,53,77,6,12
Storage & Organization,Kansas City,Small Box,3043,Ruby Horowitz,Corporate,Office Supplies,10590,Fellowes Recycled Storage Drawers,1/1/2016,86105,Low,66104,Central,6/19/1955,1/1/2016,Regular Air,Kansas,0,10,0.78,507,1135,9,111
Binders and Binder Accessories,Euclid,Small Box,1507,Bonnie Hampton,Small Business,Office Supplies,10526,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",1/7/2016,88377,Low,44117,East,12/3/1952,1/7/2016,Regular Air,Ohio,0.01,2,0.35,18,26,1,13
Paper,Kansas City,Small Box,3043,Ruby Horowitz,Corporate,Office Supplies,11129,Xerox 1891,1/1/2016,86105,Low,66104,Central,6/18/1955,1/1/2016,Regular Air,Kansas,0.08,4,0.38,127,183,6,49
Pens & Art Supplies,Minnetonka,Small Pack,2984,Kelly Burnette,Corporate,Office Supplies,10467,"Boston School Pro Electric Pencil Sharpener, 1670",12/30/2015,88772,Low,55345,Central,8/31/1962,12/30/2015,Regular Air,Minnesota,0.05,4,0.58,15,130,9,31
Appliances,Mandan,Jumbo Drum,3126,Jeffrey Strauss,Home Office,Office Supplies,10557,3.6 Cubic Foot Counter Height Office Refrigerator,9/14/2016,87288,Low,58554,Central,11/17/1955,9/14/2016,Delivery Truck,North Dakota,0.03,8,0.57,1585,2297,43,295
Appliances,Lancaster,Small Box,1890,Marcia Bullock,Corporate,Office Supplies,10687,Belkin Premiere Surge Master II 8-outlet surge protector,10/16/2015,90632,Not Specified,43130,East,4/28/1963,10/16/2015,Regular Air,Ohio,0.03,5,0.56,168,244,4,49
Paper,Oxford,Small Box,607,Clara Hauser,Corporate,Office Supplies,10761,Xerox 23,2/2/2016,738,Not Specified,1540,East,4/22/1900,2/2/2016,Regular Air,Massachusetts,0.08,31,0.37,-57,190,5,6
Paper,Boston,Small Box,608,Daniel Jones,Corporate,Office Supplies,10761,Xerox 23,3/2/2013,86437,Not Specified,2129,East,8/3/1949,3/3/2014,Regular Air,Massachusetts,0.08,8,0.37,-57,49,5,6
Paper,Conway,Small Box,3073,Roger Hopkins,Corporate,Office Supplies,10393,Xerox 1929,1/27/2016,89419,Medium,72032,South,9/15/1958,1/27/2016,Regular Air,Arkansas,0.05,2,0.39,-172,45,5,23
Paper,Los Angeles,Small Box,3075,Joshua N. Milligan,Corporate,Office Supplies,10393,Xerox 1929,7/28/2014,24577,Medium,90061,West,6/4/1909,7/29/2014,Regular Air,California,0.05,8,0.39,20,181,5,23
Appliances,Oxford,Small Box,607,Clara Hauser,Corporate,Office Supplies,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,2/2/2016,738,Not Specified,1540,East,4/21/1900,2/2/2016,Regular Air,Massachusetts,0.04,7,0.59,33,561,5,81
Appliances,Boston,Small Box,608,Daniel Jones,Corporate,Office Supplies,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,3/3/2013,86437,Not Specified,2129,East,8/2/1949,3/3/2014,Regular Air,Massachusetts,0.04,2,0.59,33,160,5,81
Computer Peripherals,Lancaster,Small Box,1890,Marcia Bullock,Corporate,Technology,10623,"Fellowes Basic 104-Key Keyboard, Platinum",10/14/2016,90632,Not Specified,43130,East,4/29/1963,10/14/2016,Regular Air,Ohio,0.06,2,0.6,-64,42,4,21
Paper,Harlingen,Small Box,2273,Debra Block,Corporate,Office Supplies,10580,Xerox 1940,9/15/2015,90112,Medium,78550,Central,10/4/1953,9/15/2015,Regular Air,Texas,0.1,11,0.36,404,585,11,55
Pens & Art Supplies,Shreveport,Wrap Bag,3128,Cathy Burgess,Corporate,Office Supplies,10567,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",8/19/2016,89811,Not Specified,71109,South,1/19/1953,8/19/2016,Express Air,Louisiana,0.06,26,0.41,403,63,5,2
Binders and Binder Accessories,Leander,Small Box,1247,Henry O'Connell,Home Office,Office Supplies,10485,Premium Transparent Presentation Covers by GBC,12/1/2013,91556,High,78641,Central,8/2/1963,12/1/2014,Regular Air,Texas,0.01,20,0.37,163,439,9,21
Binders and Binder Accessories,Boston,Small Box,1246,Lois Hansen,Home Office,Office Supplies,10485,Premium Transparent Presentation Covers by GBC,9/26/2015,37216,High,2129,East,4/21/1914,9/28/2015,Regular Air,Massachusetts,0.01,82,0.37,74,1801,9,21
Storage & Organization,Bangor,Small Box,1324,Frances Ray,Small Business,Office Supplies,11056,"Companion Letter/Legal File, Black",10/30/2014,89754,Critical,4401,East,7/13/1958,10/30/2014,Regular Air,Maine,0.03,43,0.57,105,1586,13,38
Office Furnishings,Pittsburgh,Small Pack,2797,Cameron Kendall,Consumer,Furniture,10317,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",9/4/2014,87559,Medium,15122,East,11/5/1959,9/4/2014,Regular Air,Pennsylvania,0.09,31,0.51,3,316,5,10
Storage & Organization,Mount Lebanon,Jumbo Drum,1946,Teresa Wallace,Home Office,Office Supplies,10909,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",8/1/2016,86333,Critical,15228,East,1/3/1950,8/1/2016,Delivery Truck,Pennsylvania,0,15,0.65,930,5721,99,371
Computer Peripherals,Charleston,Small Pack,2928,Leslie Woodard,Consumer,Technology,10692,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",12/8/2015,90220,Medium,29418,South,1/5/1969,12/14/2015,Regular Air,South Carolina,0.01,19,0.52,1337,165,2,8
Office Furnishings,Aloha,Small Pack,3030,Janice Woods,Small Business,Furniture,10877,"Executive Impressions 14""",12/3/2013,86476,Critical,97007,West,7/26/1954,12/1/2014,Regular Air,Oregon,0.05,2,0.41,4,47,5,22
Binders and Binder Accessories,East Longmeadow,Small Box,1899,Willie Gray,Consumer,Office Supplies,10524,Trimflex™ Flexible Post Binders,12/2/2015,87447,High,1028,East,12/5/1958,12/2/2015,Express Air,Massachusetts,0.08,3,0.37,42,71,3,21
Pens & Art Supplies,Rutland,Wrap Bag,1903,Rick Bland,Consumer,Office Supplies,10736,"Quartet Omega® Colored Chalk, 12/Pack",11/30/2016,87447,High,5701,East,12/7/1958,11/30/2016,Regular Air,Vermont,0.07,19,0.38,76,110,1,6
Rubber Bands,Milton,Wrap Bag,1900,Deborah Bradshaw,Consumer,Office Supplies,10138,Assorted Color Push Pins,12/2/2015,87447,High,2186,East,12/6/1958,12/2/2015,Regular Air,Massachusetts,0.09,4,0.52,-1,7,1,2
Telephones and Communication,Phenix City,Small Pack,2579,Marshall Sutherland,Home Office,Technology,10699,Accessory36,12/18/2015,88303,Low,36869,South,5/3/1965,12/18/2015,Regular Air,Alabama,0.05,16,0.83,-2039,725,5,56
Appliances,Centereach,Medium Box,1777,Miriam Greenberg,Consumer,Office Supplies,10281,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,7/13/2015,89947,Low,11720,East,12/30/1958,7/13/2015,Express Air,New York,0.07,17,0.42,2536,3675,12,225
Pens & Art Supplies,Centereach,Wrap Bag,1777,Miriam Greenberg,Consumer,Office Supplies,10775,SANFORD Liquid Accent™ Tank-Style Highlighters,7/11/2016,89947,Low,11720,East,12/31/1958,7/11/2016,Regular Air,New York,0,10,0.54,7,29,1,3
Tables,Scranton,Jumbo Box,2249,Priscilla Allred,Home Office,Furniture,10394,Bevis Boat-Shaped Conference Table,11/2/2016,86702,Medium,18504,East,5/4/1959,11/2/2016,Delivery Truck,Pennsylvania,0.01,6,0.75,-317,1617,63,262
Bookcases,Yuba City,Jumbo Box,1042,Jerome Burch,Small Business,Furniture,11053,O'Sullivan 3-Shelf Heavy-Duty Bookcases,10/6/2015,87848,Medium,95991,West,1/28/1964,10/6/2015,Delivery Truck,California,0.01,6,0.61,-113,377,37,58
Computer Peripherals,Fitchburg,Small Box,2282,Jimmy Waters,Home Office,Technology,10361,Microsoft Natural Multimedia Keyboard,9/16/2016,85954,Not Specified,53713,Central,10/3/1962,9/21/2016,Regular Air,Wisconsin,0.06,11,0.73,-6,572,7,51
Tables,Centereach,Jumbo Box,1777,Miriam Greenberg,Consumer,Furniture,10883,Hon iLevel™ Computer Training Table,7/14/2014,89947,Low,11720,East,1/1/1959,7/14/2014,Delivery Truck,New York,0,17,0.65,-524,605,46,32
Binders and Binder Accessories,Scranton,Small Box,2249,Priscilla Allred,Home Office,Office Supplies,11071,"Avery Flip-Chart Easel Binder, Black",11/4/2015,86702,Medium,18504,East,5/3/1959,11/4/2015,Regular Air,Pennsylvania,0.07,23,0.38,-61,514,15,22
Paper,Dundalk,Small Box,1494,Kate Lehman,Corporate,Office Supplies,11125,Xerox 193,9/15/2015,85881,Not Specified,21222,East,7/8/1956,9/17/2015,Regular Air,Maryland,0.01,7,0.36,-13,44,5,6
Computer Peripherals,Lima,Small Pack,1891,Gretchen Levine,Corporate,Technology,10898,Imation DVD-RAM discs,11/30/2015,90634,Not Specified,45801,East,5/9/1970,11/30/2015,Regular Air,Ohio,0,1,0.43,-60,38,2,35
Office Furnishings,Corsicana,Small Pack,2521,Shawn Meyer,Home Office,Furniture,11232,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",9/20/2015,87037,Not Specified,75109,Central,6/14/1966,9/22/2015,Regular Air,Texas,0.03,15,0.35,1046,1516,9,99
Paper,Marion,Small Box,1463,Ellen Kirkland,Consumer,Office Supplies,10242,Xerox 1941,10/19/2015,86401,Not Specified,46952,Central,4/25/1965,10/19/2015,Regular Air,Indiana,0.09,11,0.37,724,1050,5,105
Appliances,Dallas,Small Box,3303,Carole Creech,Home Office,Office Supplies,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,7/6/2015,87799,Not Specified,75203,Central,1/7/1959,7/6/2015,Regular Air,Texas,0,14,0.59,972,1156,5,81
Pens & Art Supplies,Dallas,Wrap Bag,3303,Carole Creech,Home Office,Office Supplies,10777,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",7/4/2016,87799,Not Specified,75203,Central,1/8/1959,7/4/2016,Regular Air,Texas,0.06,11,0.57,22,23,1,2
Copiers and Fax,Lancaster,Large Box,1620,Gerald Petty,Consumer,Technology,11120,Sharp AL-1530CS Digital Copier,1/13/2016,90249,Critical,17602,East,12/2/1959,1/13/2016,Regular Air,Pennsylvania,0.04,1,0.36,-786,514,24,500
Office Furnishings,Klamath Falls,Small Box,1619,Ross O'Donnell,Consumer,Furniture,10367,"Seth Thomas 14"" Putty-Colored Wall Clock",1/13/2016,90249,Critical,97601,West,11/30/1959,1/13/2016,Regular Air,Oregon,0.1,1,0.54,-21,29,8,29
Office Furnishings,Cohoes,Small Box,2015,Claudia Wall,Home Office,Furniture,10769,"DAX Copper Panel Document Frame, 5 x 7 Size",2/28/2016,88370,High,12047,East,9/17/1950,2/29/2016,Regular Air,New York,0.06,15,0.43,106,180,5,13
Paper,Klamath Falls,Wrap Bag,1619,Ross O'Donnell,Consumer,Office Supplies,10728,Wirebound Voice Message Log Book,1/13/2016,90249,Critical,97601,West,12/1/1959,1/13/2016,Regular Air,Oregon,0.07,19,0.39,61,89,1,5
Office Furnishings,Cohoes,Small Pack,2015,Claudia Wall,Home Office,Furniture,11201,Nu-Dell Leatherette Frames,2/28/2016,88370,High,12047,East,9/18/1950,2/29/2016,Regular Air,New York,0.05,14,0.49,144,208,5,14
Office Furnishings,Ozark,Small Box,1102,Jeffrey Pearson,Small Business,Furniture,11088,Eldon® Wave Desk Accessories,1/8/2016,91489,High,65721,Central,9/26/1971,1/11/2016,Regular Air,Missouri,0.09,1,0.43,-1,4,5,2
Envelopes,Highland,Small Box,1689,Larry Church,Corporate,Office Supplies,10836,Staples Standard Envelopes,11/27/2015,91081,Not Specified,46322,Central,12/30/1964,11/27/2015,Regular Air,Indiana,0.06,8,0.38,31,45,1,6
